,SiteEnergyUse(kBtu),TotalGHGEmissions,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,age_batiment,LargestPropertyUseType,PrimaryPropertyType,BuildingType,Ratio_buildingParSurface,Ratio_parkingParSurface,SurfaceParetage,ComplianceStatus,Outlier,is_energyStarImputed,pr_steam,pr_natural,pr_elec
200,3785282.5,26.39,1.0,4,203504,0,203504,72.0,8,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,40700.8,Compliant,inconnue,False,0.0,0.0,0.9999998679094625
201,9788717.0,68.24,0.0,3,100734,26731,74003,20.0,48,Office,Large Office,NonResidential,0.73,26.535999999999998,25183.5,Compliant,inconnue,False,0.0,0.0,0.999999897841566
202,5007401.0,68.19,1.0,4,77662,18504,59158,57.0,35,Office,Small- and Mid-Sized Office,NonResidential,0.76,23.826,15532.4,Compliant,inconnue,False,0.0,0.14404638254455754,0.8559534177510449
203,18661606.0,149.27,1.0,12,234000,21790,212210,39.0,38,Office,Large Office,NonResidential,0.91,9.312,18000.0,Compliant,inconnue,False,0.0,0.022262392636517993,0.9777374466056137
204,24755086.0,172.58,1.0,25,369996,0,369996,74.0,27,Office,Large Office,NonResidential,1.0,0.0,14230.61538,Compliant,inconnue,False,0.0,0.0,0.9999999192085214
205,40062888.0,398.19,1.0,10,693450,0,693450,93.0,91,Retail Store,Retail Store,NonResidential,1.0,0.0,63040.90909,Compliant,inconnue,False,0.0005299368527800592,0.0635147421224351,0.9359551912483194
207,30985420.0,359.11,1.0,23,747747,205076,542671,90.0,16,Office,Large Office,NonResidential,0.73,27.426000000000002,31156.125,Compliant,inconnue,False,0.0,0.10009472196923586,0.8999051489377907
208,3444270.0,170.51,1.0,10,63409,7757,55652,90.0,90,Office,Small- and Mid-Sized Office,NonResidential,0.88,12.232999999999999,5764.45455,Compliant,inconnue,False,0.6057668969041335,0.0,0.39423303051154523
209,7739699.0,100.26,1.0,17,204790,30000,174790,91.0,86,Office,Large Office,NonResidential,0.85,14.649000000000001,11377.22222,Compliant,inconnue,False,0.0,0.12967196786334972,0.8703279029326593
210,3757006.0,26.19,1.0,5,73399,0,73399,61.0,100,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,12233.16667,Compliant,inconnue,False,0.0,0.0,0.9999997338306087
211,14633233.0,563.25,1.0,20,265851,32334,233517,90.0,47,Office,Large Office,NonResidential,0.88,12.162,12659.57143,Compliant,inconnue,False,0.44889820315168905,0.0,0.5511016601731141
212,27018020.0,229.25,1.0,25,758043,228668,529375,95.0,7,Office,Large Office,NonResidential,0.7,30.165999999999997,29155.5,Compliant,inconnue,False,0.0,0.032806734172230234,0.9671931177784309
213,8580279.0,222.19,1.0,12,206000,0,206000,91.0,48,Office,Large Office,NonResidential,1.0,0.0,15846.15385,Compliant,inconnue,False,0.26951300184993987,0.0,0.7304868524671517
214,39523852.0,275.54,1.0,36,824887,154972,669915,97.0,7,Office,Large Office,NonResidential,0.81,18.787000000000003,22294.24324,Compliant,inconnue,False,0.0,0.0,0.9999998734941119
215,17867002.0,130.73,1.0,16,480840,141600,339240,94.0,26,Office,Large Office,NonResidential,0.71,29.448,28284.70588,Compliant,inconnue,False,0.0,0.007484411766450801,0.9925154762953516
216,3903259.75,51.67,1.0,7,89550,0,89550,85.0,116,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,11193.75,Compliant,inconnue,False,0.08925534932693116,0.0,0.9107444104892072
217,4178233.5,31.97,1.0,6,89355,0,89355,66.0,116,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,12765.0,Compliant,inconnue,False,0.0,0.014750731379660806,0.9852491489525418
218,18576900.0,213.23,1.0,15,388934,0,388934,89.0,94,Office,Large Office,NonResidential,1.0,0.0,24308.375,Compliant,inconnue,False,0.06418421534271057,0.0,0.9358156097088319
219,10062436.0,70.15,1.0,22,384302,0,384302,98.0,87,Office,Large Office,NonResidential,1.0,0.0,16708.78261,Compliant,inconnue,False,0.0,0.0,0.9999999006204859
220,24906132.0,940.47,1.0,17,378525,84600,293925,69.0,58,Office,Large Office,NonResidential,0.78,22.35,21029.16667,Compliant,inconnue,False,0.43848904358171714,0.0,0.5615108761167732
221,44683660.0,318.97,1.0,47,1323055,0,1323055,94.0,33,Office,Large Office,NonResidential,1.0,0.0,27563.64583,Compliant,inconnue,False,0.0,0.0036212790089263057,0.9963786314728919
222,24603420.0,171.52,1.0,41,589921,129432,460489,84.0,30,Office,Large Office,NonResidential,0.78,21.941,14045.7381,Compliant,inconnue,False,0.0,0.0,0.9999998780657323
223,1835804.875,46.56,1.0,6,91091,1392,89699,44.2,66,Office,Small- and Mid-Sized Office,NonResidential,0.98,1.528,13013.0,Compliant,inconnue,True,0.26189275698486203,0.0,0.738107311105163
224,3743228.5,26.1,1.0,8,157941,62993,94948,81.0,48,Office,Large Office,NonResidential,0.6,39.884,17549.0,Compliant,inconnue,False,0.0,0.0,0.9999998664254667
225,18221224.0,139.72,1.0,29,635303,197231,438072,95.0,25,Office,Large Office,NonResidential,0.69,31.045,21176.76667,Compliant,inconnue,False,0.00991875172052108,0.0,0.990081072489971
227,32552428.0,231.32,1.0,34,776762,162604,614158,81.0,36,Office,Large Office,NonResidential,0.79,20.934,22193.2,Compliant,inconnue,False,0.0,0.0029207037951209046,0.9970792040458549
228,9641043.0,218.53,1.0,14,186768,23775,162993,95.0,44,Office,Large Office,NonResidential,0.87,12.73,12451.2,Compliant,inconnue,False,0.2235211999365629,0.0,0.7764786444786109
229,45163308.0,627.87,1.0,49,1123435,368980,754455,89.0,47,Office,Large Office,NonResidential,0.67,32.844,22468.7,Compliant,inconnue,False,0.0,0.15021962075940054,0.8497802906731279
230,41213584.0,287.32,1.0,37,1052469,164420,888049,93.0,14,Office,Large Office,NonResidential,0.84,15.622,27696.55263,Compliant,inconnue,False,0.0,0.0,0.9999998786807767
231,69519808.0,546.65,1.0,42,617684,171500,446184,28.0,43,Office,Large Office,NonResidential,0.72,27.765,14364.74419,Compliant,inconnue,False,0.012701178633865043,0.0,0.987298785405161
232,8921778.0,175.95,1.0,8,201480,0,201480,91.0,109,Office,Large Office,NonResidential,1.0,0.0,22386.66667,Compliant,inconnue,False,0.18157444345734672,0.0,0.8184254304467115
233,61576184.0,429.27,1.0,63,1354987,159600,1195387,89.0,26,Office,Large Office,Nonresidential COS,0.88,11.779,21171.67188,Compliant,inconnue,False,0.0,0.0,0.99999993503982
234,21169502.0,380.37,1.0,14,310490,0,310490,49.8,15,Office,Large Office,Nonresidential COS,1.0,0.0,20699.33333,Compliant,inconnue,True,0.0,0.23833649936592746,0.7616634533963057
235,13214416.0,298.61,1.0,8,199530,30660,168870,69.0,13,Office,Large Office,Nonresidential COS,0.85,15.366,22170.0,Compliant,inconnue,False,0.0,0.338679439182178,0.661320560817822
236,13843866.0,216.24,1.0,13,372242,52703,319539,98.0,10,Office,Large Office,NonResidential,0.86,14.158000000000001,26588.71429,Compliant,inconnue,False,0.0,0.1874388266976869,0.8125610288339977
237,2746560.75,70.17,1.0,7,114395,8296,106099,99.0,107,Office,Large Office,NonResidential,0.93,7.252,14299.375,Compliant,inconnue,False,0.0,0.4026384633946291,0.5973612635365885
238,6461937.0,89.47,1.0,2,89200,0,89200,83.0,38,Retail Store,Retail Store,NonResidential,1.0,0.0,29733.33333,Compliant,inconnue,False,0.0,0.14899727434668583,0.8510025709009543
239,28450436.0,198.34,1.0,23,474546,0,474546,77.0,45,Office,Large Office,NonResidential,1.0,0.0,19772.75,Compliant,inconnue,False,0.0,0.0,0.9999998945534613
240,30038490.0,209.41,1.0,5,36000,0,36000,96.0,47,Other,Other,NonResidential,1.0,0.0,6000.0,Compliant,inconnue,False,0.0,0.0,0.9999999001281356
241,4728488.5,119.03,0.0,5,99005,0,99005,70.0,55,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,16500.83333,Compliant,inconnue,False,0.0,0.39447637442704997,0.6055237313149857
242,4426136.0,30.86,1.0,6,135051,44248,90803,88.0,14,Office,Large Office,NonResidential,0.67,32.763999999999996,19293.0,Compliant,inconnue,False,0.0,0.0,1.0
243,7046345.5,49.12,1.0,5,220649,82720,137929,93.0,14,Office,Large Office,NonResidential,0.63,37.489,36774.83333,Compliant,inconnue,False,0.0,0.0,0.9999999290412314
244,873221.875,6.09,1.0,5,93660,0,93660,58.8,52,Self-Storage Facility,Self-Storage Facility,NonResidential,1.0,0.0,15610.0,Compliant,inconnue,True,0.0,0.0,1.00000014314804
245,24224888.0,168.88,1.0,18,413715,64660,349055,79.0,36,Office,Large Office,NonResidential,0.84,15.629000000000001,21774.47368,Compliant,inconnue,False,0.0,0.0,0.9999999174402788
246,9765777.0,72.42,1.0,11,381381,195621,185760,94.0,16,Parking,Mixed Use Property,NonResidential,0.49,51.293,31781.75,Compliant,inconnue,False,0.0,0.009620739855108303,0.9903791577464856
247,26823218.0,197.19,1.0,20,497513,118744,378769,65.0,28,Office,Large Office,NonResidential,0.76,23.868000000000002,23691.09524,Compliant,inconnue,False,0.0,0.008235589033351629,0.9917642991232446
248,25307744.0,176.43,1.0,24,543876,116721,427155,79.0,37,Office,Large Office,NonResidential,0.79,21.461,21755.04,Compliant,inconnue,False,0.0,0.0,0.9999998814592087
249,8218155.5,91.13,1.0,4,109347,38700,70647,64.2,36,Laboratory,Mixed Use Property,NonResidential,0.65,35.392,21869.4,Compliant,inconnue,True,0.0,0.08925311768559259,0.9107468214735046
250,20361158.0,141.95,1.0,6,396626,124216,272410,64.0,34,Office,Large Office,NonResidential,0.69,31.318,56660.85714,Compliant,inconnue,False,0.0,0.0,0.9999999017737596
251,14913424.0,103.97,1.0,6,287471,83591,203880,74.0,14,Office,Large Office,NonResidential,0.71,29.078,41067.28571,Compliant,inconnue,False,0.0,0.0,0.9999998658926347
252,5357833.0,46.03,1.0,3,192630,48512,144118,94.0,69,Office,Large Office,NonResidential,0.75,25.184,48157.5,Compliant,inconnue,False,0.0,0.03512446169934748,0.9648753516580304
253,29949248.0,208.79,1.0,8,253103,61986,191117,3.0,32,Office,Large Office,NonResidential,0.76,24.490000000000002,28122.55556,Compliant,inconnue,False,0.0,0.0,0.9999998330509
254,14293972.0,384.27,1.0,1,60880,0,60880,54.0,60,Supermarket/Grocery Store,Supermarket / Grocery Store,NonResidential,1.0,0.0,30440.0,Compliant,inconnue,False,0.0,0.43156324917944433,0.5684366808609951
255,2933288.75,24.91,1.0,5,50176,0,50176,77.0,116,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,8362.66667,Compliant,inconnue,False,0.0,0.032943909800901804,0.9670558345133938
256,23262244.0,741.3,1.0,42,304346,0,304346,72.0,104,Office,Large Office,NonResidential,1.0,0.0,7077.81395,Compliant,inconnue,False,0.043608104832878546,0.47321647043165743,0.4831753978678927
257,1809101.5,78.92,1.0,1,128800,0,128800,97.0,39,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,64400.0,Compliant,inconnue,False,0.0,0.7944562535601236,0.2055440228201679
258,13656587.0,355.05,1.0,8,321945,0,321945,76.0,89,Office,Large Office,NonResidential,1.0,0.0,35771.66667,Compliant,inconnue,False,0.2709776425105336,0.0,0.7290222659585444
259,18967014.0,530.66,1.0,22,336330,0,336330,77.0,52,Office,Large Office,NonResidential,1.0,0.0,14623.04348,Compliant,inconnue,False,0.28315537701400967,0.024368305944203975,0.6924762643186745
260,27076922.0,1084.79,1.0,21,298426,0,298426,79.0,56,Office,Large Office,NonResidential,1.0,0.0,13564.81818,Compliant,inconnue,False,0.4712858795397793,0.0,0.5287140835284011
261,48479988.0,337.97,1.0,42,635824,0,635824,69.0,40,Office,Large Office,NonResidential,1.0,0.0,14786.60465,Compliant,inconnue,False,0.0,0.0,0.9999998762375931
262,56485204.0,2573.75,1.0,12,542305,0,542305,45.0,93,Hotel,Hotel,NonResidential,1.0,0.0,41715.76923,Compliant,inconnue,False,0.5034749276996503,0.07025222038677598,0.42627281650607124
263,11688601.0,162.45,1.0,2,291940,0,291940,80.0,36,Retail Store,Retail Store,NonResidential,1.0,0.0,97313.33333,Compliant,inconnue,False,0.0,0.15012395409852727,0.8498759603480348
264,4383100.5,116.03,0.0,1,88400,0,88400,42.0,46,Non-Refrigerated Warehouse,Mixed Use Property,NonResidential,1.0,0.0,44200.0,Compliant,inconnue,False,0.0,0.42263279155930833,0.5773670943661913
265,930611.875,48.65,1.0,1,52311,0,52311,96.0,56,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,26155.5,Compliant,inconnue,False,0.0,0.9819851052298253,0.018015029090403558
266,3085814.0,21.51,1.0,5,141131,69710,71421,56.0,7,Parking,Other,NonResidential,0.51,49.394,23521.83333,Compliant,inconnue,True,0.0,0.0,0.9999996759363979
267,5803409.0,40.46,1.0,5,176532,70067,106465,60.0,15,Office,Large Office,NonResidential,0.6,39.690999999999995,29422.0,Compliant,inconnue,False,0.0,0.0,1.0
268,3989399.0,70.47,1.0,1,52500,0,52500,2.0,43,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,26250.0,Compliant,inconnue,False,0.0,0.23176949710971503,0.7682302522259619
269,4560492.0,156.67,1.0,2,57300,0,57300,55.0,57,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,19100.0,Compliant,inconnue,False,0.0,0.5934837732420098,0.40651622675799015
270,18102026.0,224.36,1.0,6,350310,0,350310,90.0,100,Office,Large Office,NonResidential,1.0,0.0,50044.28571,Compliant,inconnue,False,0.0,0.11753689890844263,0.8824628801218162
271,53079164.0,588.9,1.0,55,1400000,285000,1115000,92.0,28,Office,Large Office,NonResidential,0.8,20.357,25000.0,Compliant,inconnue,False,0.0410610790704993,0.026881357814904545,0.9320575018852972
272,33729336.0,1510.85,1.0,21,305548,0,305548,58.0,86,Hotel,Hotel,NonResidential,1.0,0.0,13888.54545,Compliant,inconnue,False,0.48280138096996633,0.08499144483603235,0.4322070852506554
273,56606136.0,530.18,1.0,46,1536606,512608,1023998,89.0,27,Office,Large Office,NonResidential,0.67,33.36,32693.74468,Compliant,inconnue,False,0.0,0.051903737078962606,0.9480961745913906
274,6423556.5,193.72,1.0,10,135918,0,135918,91.0,58,Office,Large Office,NonResidential,1.0,0.0,12356.18182,Compliant,inconnue,False,0.33022251769716665,0.0,0.6697774044643338
275,5252131.0,36.61,1.0,4,79957,0,79957,25.0,102,Retail Store,Retail Store,NonResidential,1.0,0.0,15991.4,Compliant,inconnue,False,0.0,0.0,0.9999998096010934
277,18848780.0,131.4,1.0,29,500000,0,500000,93.0,33,Office,Large Office,NonResidential,1.0,0.0,16666.66667,Compliant,inconnue,False,0.0,0.0,0.9999998408385052
278,6029020.0,65.2,0.0,10,132326,0,132326,72.0,90,Office,Large Office,NonResidential,1.0,0.0,12029.63636,Compliant,inconnue,False,0.05444451897655008,0.00042312017541822717,0.9451322105416801
279,7335905.5,51.14,1.0,6,109830,13200,96630,45.0,32,Office,Large Office,NonResidential,0.88,12.019,15690.0,Compliant,inconnue,False,0.0,0.0,0.9999999318420882
280,37785552.0,1468.5,0.0,19,332067,59280,272787,6.0,43,Hotel,Hotel,NonResidential,0.82,17.852,16603.35,Compliant,inconnue,False,0.41248607404226884,0.0634897433812797,0.5240241561113094
281,11651200.0,318.08,1.0,10,130513,0,130513,49.0,106,Office,Large Office,NonResidential,1.0,0.0,11864.81818,Compliant,inconnue,False,0.054160000686624556,0.35817555273276575,0.5876644465806097
282,2586116.0,18.03,1.0,8,60660,0,60660,43.4,96,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,6740.0,Compliant,inconnue,True,0.0,0.0,1.0
283,6366084.5,202.99,1.0,14,137350,0,137350,89.0,87,Office,Large Office,NonResidential,1.0,0.0,9156.66667,Compliant,inconnue,False,0.35482646358212805,0.0,0.6451734971472654
284,5446624.0,238.09,1.0,15,151039,0,151039,84.0,87,Office,Large Office,NonResidential,1.0,0.0,9439.9375,Compliant,inconnue,False,0.5232741878271752,0.0,0.4767257662728325
285,52226204.0,793.05,1.0,30,755000,134662,620338,72.0,31,Office,Large Office,NonResidential,0.82,17.836,24354.83871,Compliant,inconnue,False,0.009945007682350416,0.16288459333556005,0.8271702649497559
286,3518459.5,74.83,1.0,4,63540,0,63540,72.0,110,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,12708.0,Compliant,inconnue,False,0.0,0.3098438393279786,0.6901560185643746
287,6962073.0,48.54,1.0,10,130893,0,130893,80.0,89,Office,Large Office,NonResidential,1.0,0.0,11899.36364,Compliant,inconnue,False,0.0,0.0,0.9999998563646202
288,3009463.75,20.98,1.0,5,79920,0,79920,71.2,106,Office,Mixed Use Property,NonResidential,1.0,0.0,13320.0,Compliant,inconnue,True,0.0,0.0,1.000000083071278
290,9671619.0,185.03,1.0,6,147852,86429,61423,60.6,20,Parking,Other,NonResidential,0.42,58.455999999999996,21121.71429,Compliant,inconnue,True,0.0,0.26355453001198664,0.736445366592708
291,7273155.5,147.75,0.0,4,267335,166960,100375,63.2,20,Parking,Other,NonResidential,0.38,62.453,53467.0,Compliant,inconnue,True,0.0,0.2891802602048038,0.710819671049244
292,49517704.0,525.78,1.0,56,1605578,389860,1215718,97.0,27,Office,Large Office,NonResidential,0.76,24.282,28168.03509,Compliant,inconnue,False,0.01849146468907363,0.050895534251749634,0.9306128773660427
293,26689658.0,216.43,1.0,36,794592,0,794592,96.0,36,Office,Large Office,NonResidential,1.0,0.0,21475.45946,Compliant,inconnue,False,0.0,0.02466138756817341,0.9753385000287377
294,19397324.0,135.23,1.0,21,456304,93204,363100,74.0,45,Office,Large Office,NonResidential,0.8,20.426,20741.09091,Compliant,inconnue,False,0.0,0.0,0.9999998968929941
295,4757299.5,33.17,1.0,12,115857,15140,100717,89.0,30,Office,Large Office,NonResidential,0.87,13.068,8912.07692,Compliant,inconnue,False,0.0,0.0,0.9999998948983557
296,4549892.0,31.72,1.0,4,87500,17500,70000,72.0,17,Office,Small- and Mid-Sized Office,NonResidential,0.8,20.0,17500.0,Compliant,inconnue,False,0.0,0.0,0.9999997802145634
297,13329024.0,92.92,1.0,11,374405,184776,189629,72.0,18,Office,Large Office,NonResidential,0.51,49.352000000000004,31200.41667,Compliant,inconnue,False,0.0,0.0,0.9999998499515044
298,14436982.0,100.65,1.0,12,193500,38000,155500,47.4,31,Other,Other,NonResidential,0.8,19.637999999999998,14884.61538,Compliant,inconnue,True,0.0,0.0,0.9999999307334455
299,5327249.5,281.55,1.0,11,102846,0,102846,96.0,93,Office,Large Office,NonResidential,1.0,0.0,8570.5,Compliant,inconnue,False,0.6534104982317799,0.0,0.3465895486967524
300,2429021.0,44.48,1.0,4,52800,0,52800,83.0,91,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,10560.0,Compliant,inconnue,False,0.0,0.24581426014843016,0.7541853281630747
302,17666646.0,328.83,1.0,8,861702,0,861702,92.6,87,Retail Store,Retail Store,NonResidential,1.0,0.0,95744.66667,Compliant,inconnue,True,0.16573237783787595,9.922653117065911e-05,0.8341682399703939
303,19295226.0,249.09,1.0,5,206950,97400,109550,73.2,17,Other,Other,NonResidential,0.53,47.065,34491.66667,Compliant,inconnue,True,0.08456756349990407,0.0,0.9154323976303775
305,4169431.5,130.69,1.0,9,46710,0,46710,31.2,28,Other,Other,NonResidential,1.0,0.0,4671.0,Compliant,inconnue,True,0.3471251716211191,0.0,0.6528746185181361
306,13911761.0,201.15,1.0,3,266000,104000,162000,65.0,71,Medical Office,Medical Office,NonResidential,0.61,39.098,66500.0,Compliant,inconnue,False,0.03426897662344832,0.11012689191540884,0.8556039742200862
307,21156670.0,147.49,1.0,14,690158,407795,282363,58.0,24,Medical Office,Medical Office,NonResidential,0.41,59.087,46010.53333,Compliant,inconnue,False,0.0,0.0,0.9999999527335823
308,55073120.0,456.22,1.0,6,378443,177660,200783,100.0,15,Parking,Mixed Use Property,NonResidential,0.53,46.945,54063.28571,Compliant,inconnue,False,0.0,0.0284457099942767,0.9715541810596531
309,75073888.0,530.59,1.0,6,213834,104922,108912,100.0,15,Parking,Mixed Use Property,NonResidential,0.51,49.067,30547.71429,Compliant,inconnue,False,0.0,0.0020849459668320362,0.9979149075108512
310,9474745.0,243.66,1.0,5,109017,29409,79608,34.0,37,Hotel,Hotel,NonResidential,0.73,26.977,18169.5,Compliant,inconnue,False,0.0,0.4062747862871243,0.5937252137128757
311,16373232.0,114.14,1.0,5,275734,38452,237282,77.0,35,Office,Large Office,NonResidential,0.86,13.944999999999999,45955.66667,Compliant,inconnue,False,0.0,0.0,0.9999998167741103
312,1987934.625,13.86,1.0,1,123061,0,123061,59.0,15,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,61530.5,Compliant,inconnue,False,0.0,0.0,0.9999996856033432
313,2756214.75,117.11,1.0,1,59090,0,59090,45.0,53,Distribution Center,Distribution Center,NonResidential,1.0,0.0,29545.0,Compliant,inconnue,False,0.0,0.7698344260003688,0.23016566470373906
314,763364.5,5.32,1.0,1,106000,0,106000,93.0,53,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,53000.0,Compliant,inconnue,False,0.0,0.0,0.9999993450049092
315,18309150.0,236.9,1.0,3,158600,38400,120200,19.0,54,Office,Large Office,NonResidential,0.76,24.212,39650.0,Compliant,inconnue,False,0.0,0.1293407940838324,0.8706590966811676
316,775729.1875,5.44,1.0,1,119661,0,119661,97.0,56,Distribution Center,Distribution Center,NonResidential,1.0,0.0,59830.5,Compliant,inconnue,False,0.0,0.0009848797909257476,0.9990148785010103
317,4342597.0,30.27,1.0,7,139200,44728,94472,81.0,15,Office,Large Office,NonResidential,0.68,32.132,17400.0,Compliant,inconnue,False,0.0,0.0,1.0
318,3063504.5,21.36,1.0,6,95721,33921,61800,95.0,32,Office,Small- and Mid-Sized Office,NonResidential,0.65,35.437000000000005,13674.42857,Compliant,inconnue,False,0.0,0.0,0.9999998367882273
319,5661689.5,39.47,2.0,5,213283,115228,98055,83.0,20,Office,Large Office,NonResidential,0.46,54.025999999999996,35547.16667,Compliant,inconnue,False,0.0,0.0,0.9999999116871386
